"out1","V1_1","V2_1","V3_1"
1,1.95981265920904,-0.320846575398497,-2.08978596976883
1,-0.299069780417405,-6.03238250969304,1.15192848336994
0,1.10250340835032,-0.712165454757628,4.61773973146516
0,-0.394145893375954,2.78030582429162,8.84637778329548
1,-4.17992697963236,2.88638343684518,-0.537255497006372
1,-0.825690541196584,-4.81019915427488,-1.83330670452946
1,-2.95049187873934,-3.56927886486383,0.337799330948004
1,1.67698025889724,-2.10316339252846,-9.49889550052228
0,-1.02072658388415,3.12318371688933,4.43104622366568
0,-3.05510251062566,3.63988193934767,5.43399075491328
1,4.41956396398668,7.579984905791,-1.30549320840369
1,4.68219139213428,-1.9376244494176,1.67595546095363
1,-4.2363003349912,2.54847209047187,1.6911297391941
1,2.75250296834239,-0.513616398164488,-1.70877462238968
1,4.24483457455424,-3.02965879790278,-4.77304854267108
1,-0.384999458671712,-5.32323020819788,5.55106032330332
1,6.39366376356768,2.39504137075952,0.0338053642271916
0,8.62003712780224,-2.4713919789216,-7.3185012905196
1,-1.87958091269785,0.682561865507288,2.55283561051848
1,4.2694986625728,0.984862419314476,-0.88484938884186
1,-3.86241077420847,12.3239635694408,-0.98539543936216
1,1.21735445149823,1.04433524019281,2.23215387734978
0,-1.21901743545468,0.539090182085124,-1.1899488557487
0,2.74040176434974,-2.01353132153423,3.56630953242002
0,-3.98041237031104,-4.73467735602644,6.82627898403476
1,1.5601402351428,7.98960679417844,-1.44828126533833
0,-0.147600835584672,4.75325027709632,6.4119872252662
1,-4.93502959661216,5.35152730367672,1.97200963582252
0,-1.33524284591691,2.27842875068858,2.94994534946678
0,-4.27475025553652,5.07227771990644,3.03874176335188
0,1.95116595579477,-0.922437168257172,3.59594707871635
1,7.15320351174468,5.64532823951332,-0.167313255974957
1,-0.573917037939184,1.05868393873039,1.65309671209928
1,0.94221176975268,-0.159262063045765,5.45938693298628
0,-5.53957168631228,-0.576170143065188,-0.0548172022930344
0,-3.09631949869906,-1.63416278577864,1.89481520563956
1,-1.79672552002239,0.207139895716576,4.76102701825292
0,2.42750982251295,2.93636985767124,-2.75140537564808
0,-0.0753556940420296,2.14881191449588,2.54597321581986
1,4.26746356231624,-1.23490435403894,-3.37240348999137
1,3.90452183423056,-4.34577183977068,-2.01957327303304
1,1.6003509666824,0.401880540293636,-5.92042156702744
0,-0.96674079557016,-6.38766363209048,1.32329973730862
0,-3.8122046169446,-2.00119799104792,2.59738011583105
0,3.90539849913577,0.0081525931016488,4.34676265355504
0,1.22344144421662,-6.34814329376572,7.05612619937536
1,6.42653844085028,2.61868060294802,-0.974336688760224
1,-0.6713153914862,0.293726857251824,-0.7327117562234
0,-0.304185342476222,1.52200671374325,6.06337550019652
1,-3.21509690598322,2.2322788512669,-3.034869235587
0,0.570904355389656,-0.963404086868108,-1.43769132020754
0,-4.10986391611296,2.9600829111144,3.16794689211861
0,1.94883172158928,1.4699002355737,-4.46475317887932
0,4.0642552943252,1.1080280679908,2.89229274505152
1,4.6001521187676,3.94328769855401,-9.5596334616532
0,4.1305656633498,0.832608374870232,-4.75353078984596
1,-6.90488227706176,11.2371046303886,-2.64189768038203
0,-1.94385529346101,2.16562410301466,1.60426224673988
1,6.63416344314272,9.909032941683,3.78216616328321
1,-6.10232473300564,0.698809837377244,7.87092811694128
0,-3.29079499959018,0.4193652131036,-2.86481278642886
0,-7.83385937178116,2.27781095321694,-5.2815496128188
1,-5.16334119232128,-4.76829330958524,1.68135335503868
1,7.16057046526812,-2.40638951944819,3.45704453969452
1,1.0383331543258,-0.72008267765802,2.24895790766546
0,-4.3480779173036,-2.35613420440963,4.48064230698808
0,-2.49906022818418,3.04850472480429,-1.43413386756449
0,7.14022999657948,-3.98031728807484,-2.12169170199428
0,-1.82355360196747,-1.47679342362432,-0.823520003928132
0,-2.65587220109839,-5.33784010186108,2.95252963461766
1,5.64438330226316,3.34252015430292,3.51971517046744
0,-0.90163406838232,-0.807074369553576,0.681970180925104
0,2.97759016504379,-2.11519390865611,-0.608492798540452
1,3.51262033373267,1.51105250029237,4.6091952109564
0,-3.89868609048926,-0.9406349244336,-4.95152476637272
0,2.19078207407595,0.89871011445432,-3.95109465763563
0,-3.13189403796729,-1.16287272919358,0.0754295328056464
0,-4.97657421716448,0.876119135595724,9.44065817949264
1,3.20024047697095,4.58074936792316,-0.184814797098693
1,-0.33978627352194,-4.17021845737292,-2.48202146765332
0,0.0170514283560328,-1.40153796615442,6.78680270751164
0,-3.42878875759395,-0.535481516936844,1.2366259883513
0,1.09088410589965,4.06003839292428,4.26322287333596
1,2.35956623925549,-12.1601947888166,-3.53772685793635
1,1.23325176916533,2.97239623523064,-1.3417207518105
1,-1.66363475143496,3.60232224903958,4.61485272536052
0,0.19077641595544,7.145818970071,1.13060165378472
0,2.05147082720783,2.31062721560676,-4.96054400774964
1,12.3703103344642,0.004491287150459,0.396904764238307
0,-9.61257581623864,-5.2089614513004,3.53140620397734
1,-2.29367937194308,0.276756768407653,-8.19406077340136
1,-7.0022584506212,1.45660234960254,3.41358540916664
0,-1.84991987047375,-3.00870728444088,-2.92475018517431
1,-6.06924649443272,2.02688469476486,-2.20174135017858
1,5.33141008305108,1.18480288359126,3.90431036928157
0,1.49794528587216,-0.265585752510991,3.43900309546434
1,2.09007812857312,6.39625790877408,0.516025067211408
1,-0.231081125050034,3.99410278103061,0.194036276237423
1,1.2103050765641,-2.09499071445049,3.74728880765957
0,-11.6512528511656,1.31919238963317,-5.49579567502844
0,-1.37173847156123,-2.94198540882322,8.3155124881598
1,-2.76048608844021,7.3598406152788,-0.143299436097404
0,1.10835614325706,1.05875374351131,3.81002892954752
1,-5.2312911587682,-1.24417505352456,0.212358095099986
0,-2.64741639648242,-3.13918184233337,1.01863431624905
1,3.5847181836527,4.28052029358088,0.0226498446363248
1,-6.61983749408056,-2.9624331728948,-4.26830539544296
1,-7.34846993538216,8.35552224328584,-2.13449091625931
1,-10.7228748742403,1.71450665122222,7.1312576991128
0,-4.40009443401208,0.589461273663544,-1.68998131414379
1,-3.49881368075546,5.2865906667732,-0.930698527646624
1,-3.94048849772651,-2.08212865953948,-1.57687834522756
0,-2.4113786250853,0.192838446710081,3.31084588481147
0,-3.20704109591048,-5.459189114542,5.6373403432466
0,-0.908524688069316,-6.79121953344444,0.345773194189614
0,-8.057190429063,3.72669222134408,0.377079900692963
1,-6.00179098374612,-4.54431432784612,-5.57484539790676
1,-2.98695432801272,-2.94219048913604,-7.6625620727786
1,4.00416681669792,-2.61506902592317,2.88629472186477
0,3.91218148579321,-4.19048210801104,1.26134582425758
0,0.684434171718472,0.997561430617444,0.536560875312964
1,-1.84915441868038,1.04435825284986,-2.5169850399828
1,0.933443276586832,-3.69378816091341,-1.55302388371584
1,-2.31860364928913,0.321164749841942,-3.91038983599764
1,-0.482521582143792,3.56029369981118,-0.24874337475408
1,1.60058844766039,-6.24085470014312,-2.9733022076249
1,2.67554426845935,5.08583413068708,1.95334656541032
1,3.80714205830187,2.71522477462308,1.02722419099092
0,-2.98714839785743,1.00869237923574,1.97362125761007
0,3.19174483900656,-2.80015785128856,1.88186197953327
1,0.0711707194848256,5.1397352466686,-2.77026337041859
0,6.68132630033288,-0.146565666196056,3.23577147787491
0,-1.30032440155525,-6.4584929422352,-0.401280754951088
1,4.3506062251258,0.800224657867268,-1.74075640297567
0,-4.98762001847952,0.458196626038168,3.12957722017981
1,-7.25197041958336,8.46067707485704,-3.78206641405394
0,-4.47534689696032,-0.154788445914048,3.76171259843464
1,1.50763860708722,3.91110065856377,0.536441208050056
1,-0.13587394418536,0.41672780761176,-6.28514713621
1,1.113274715504,1.82780665326966,-5.72757998426868
1,-1.63064750649402,1.10595561916436,-2.39353937369489
0,3.07076933300766,-7.90421651847236,-0.121381235929395
1,-0.399574632836268,2.50814080972317,-1.95787003108003
1,11.0516078496755,-6.35338043539764,4.39435642055196
0,0.609769319033708,-0.944425881174292,0.593185594728832
0,-1.37650777443808,-4.74342133513124,0.911941118442068
0,5.34765425513032,2.47036194393483,-1.67203395810442
1,-1.8011427025928,3.20755844004792,-5.2447655774592
0,1.38203955061093,-5.5131312704132,2.73394417231514
1,-2.38848674325588,1.69413430145716,-5.34042877230164
0,-11.236398198168,-5.60838927729932,2.41348656572787
0,0.390315024206574,-2.54654073850208,0.219059668113476
0,-8.91275623840992,-3.6628368582125,-4.91073571597756
1,-4.80415263054052,1.31186806206954,-2.92756708599662
0,-7.77809713910968,-2.98634655728634,-6.57098426924392
0,-1.97939950267378,0.275039084235902,6.54753171841796
0,0.0526381741614296,1.40903591092741,-7.51820351760324
1,1.26298287688594,-1.17585045268348,2.2403683588553
1,-4.3707714109488,6.60850688496284,0.0383069533411235
0,-6.97106939719224,-0.0764716093497564,-2.63271446907377
0,-1.27738457395786,8.58662775459168,0.874911503237728
1,-1.22747743106527,-4.88691109791504,-2.75895136711773
1,5.4795632613602,0.982308696126236,0.5175030029695
1,3.32676484089024,1.72115319102892,-3.13003809478038
0,-4.80362954275412,2.36356713503857,-2.19442571350271
0,4.0699311470442,1.14534199278806,-4.26422655468836
1,-3.77950122359039,7.28323022614932,-4.32429151465896
0,-1.89085896116458,-6.97015776757076,-3.96441285713617
0,0.186608260572463,-5.40306882403096,-1.34245407814778
0,-2.57324428635223,5.53147749870592,5.21345394394332
0,1.06006529824137,-6.55050593170952,4.30767159008024
0,3.23794056498332,-0.986787652032576,-2.4716792365211
1,4.12383453101976,1.28562853989706,-2.51991271383902
1,-1.37923724188843,3.78712090079365,-1.34370106104412
1,7.96855783403892,-7.71454396993152,-0.149575770208168
0,0.513748263314032,-3.11053825826097,3.02565240599808
0,0.719190863568064,-0.42569560352032,0.0435836436886068
0,1.65195028523867,-0.969059186935912,3.69207441148516
0,2.10774421243767,-0.0390861583390396,-4.61360178218004
0,4.413517722092,0.122519107251875,-5.6875433670032
0,-5.69897394052384,1.54614362126307,-0.676253121378388
0,-5.06570160837872,-7.10784432382064,5.14700070254636
0,5.47246973669312,-0.13515146657039,4.42780886299704
0,-2.91160776479526,2.38850528311362,-0.606292566716152
1,3.76693765695688,2.1696156435361,-0.486280395731188
0,-1.41705658453508,-1.050882547141,2.83109211792814
1,0.123278342740123,1.9004630652666,-6.87950394417676
0,-5.74550383677664,-8.31762593272332,-0.554126205380592
1,0.563171996548396,-1.23842438760956,-0.298114563694416
0,-3.70181042079406,-1.41448264721218,1.86127785591592
1,1.54508941941168,3.36915123762568,-1.60299670309784
1,1.851788970511,1.86310574581444,-2.8980884909481
1,4.68314369788096,-0.664892593161056,3.96397507256264
0,-0.972887296821884,-4.77722838632048,3.74424642855714
0,-3.80019196477904,7.6897519718548,0.412387472224788
0,-3.0643442689745,-4.44974564292412,-2.33844862534428
1,0.456639528492488,4.14951850259868,-0.41382382918316
0,-3.24575617457821,2.77477427616565,5.5404664413148
0,-0.394291564277819,-3.32540435037423,-2.8398990639399
1,10.9770245048579,1.70982344721685,-2.62580764434416
0,6.145651019938,-6.13333870488968,-1.21642247040518
1,4.0613708011166,-3.19029268245178,-6.8516856101942
0,1.64525586427176,-4.89147218303044,1.21479186820115
0,-1.28245332295346,0.736485740631188,3.66753800722106
1,2.85437817786617,2.91407576669003,0.117122736089687
0,-2.93739743946451,-1.46505240169432,2.56198209391196
0,-0.478847329032452,-6.1766668714606,0.395059007966771
0,-2.99808441389681,-2.95412099721164,-3.37297949201397
1,1.9260659801032,-3.41044600417338,0.353679016372367
0,2.9211993155803,3.88885685652796,-3.39374818679186
0,-2.65189996481919,-1.9741873586414,3.50816070995624
1,3.97689678894476,0.240266332406086,6.83217021507752
0,-2.63782686804839,-1.91149345075109,-4.63712051780336
0,0.0276959656301764,0.182451005159683,3.58278163542502
1,-3.14507839036023,-0.169599721633159,-3.26438593188173
0,2.5537063266767,0.778156954161868,5.12644761905184
0,-0.833407926081696,0.95875717761328,-3.37435385175584
0,-5.91342309044476,3.10124895989817,-2.23893643447772
1,-1.21389449315181,-1.0620963559734,-6.4764435074136
0,1.49685174310261,-5.61293587365916,1.32804287568486
1,-3.30164664133859,-3.37039779657479,-1.02618146342124
0,1.80056301637274,-1.39983007755436,-4.59397635503248
0,-1.29670051690021,3.87673949877598,3.41935923625347
1,-3.2152083586977,-3.10085279342559,-9.4840261276244
0,-5.0350754013262,-2.37453367063151,7.29375651721372
0,4.36669219690336,-4.76757618083288,4.93823010111444
0,-0.473827360739308,-3.96498627774852,-4.8590979501184
0,-1.85388377173295,-4.67566856266996,1.08440307917331
0,6.30622066712104,-8.43994201858928,5.60475435867872
1,0.0967613550813524,2.84540054782099,1.28737021030437
0,-1.48222345143071,4.00352982369712,-3.16377592203479
1,9.65811796327316,-0.882249252365584,-8.1151877813978
1,-1.18481131552004,2.12447592229996,-1.81578008494866
1,8.40318288901248,2.52384737212656,1.7530529361383
0,2.52054857193454,-1.57905475995046,-3.79911253661986
0,5.982553630691,-0.338570544534234,1.0121068140524
0,1.83390667996032,-0.148250969217459,5.30582515124708
0,1.50451734886625,-0.397380620443516,3.04850965843163
1,-0.431433126673608,-4.97801717352872,-4.6587150765302
1,1.02639138630927,3.65777611782542,-0.21274889909705
0,-0.522918724135904,-4.93704189241168,-0.939267025972024
1,-1.93337990422398,-0.77871660592702,-2.52631693127294
0,2.38054136914286,-7.4274233965232,0.642985932656304
1,-5.08867423813916,3.98331691006026,1.2860318180383
0,-0.201991395010675,-2.90032546763508,-3.33196093976578
0,0.565064824871256,0.6641757334339,2.18294806867785
0,-6.74791059046684,-1.61238959277331,1.59832206486323
0,6.92870475347292,0.81121753881412,-0.344475756688199
0,0.509008608818744,1.77695748874504,2.12516702013255
